year,ranking,name,university,solved,penalty,pa_time,pb_time,pc_time,pd_time,pe_time,pf_time,pg_time,ph_time,pi_time,pj_time,pk_time,pl_time,pm_time,pn_time
2018,26,mikasa,Bu-Ali Sina University,3,91,22,11,0,0,0,0,0,0,58,0,0,,,
2018,27,3SUM,Khayyam University,3,91,6,13,0,0,0,0,0,0,72,0,0,,,
2018,28,Maybe Last Contest,Ferdowsi University of Mashhad,3,96,9,16,0,0,0,0,0,0,51,0,0,,,
2018,29,who let devs out?,Yazd University,3,104,10,25,0,0,0,0,0,0,49,0,0,,,
2018,30,Bellona,Alzahra University,3,107,11,22,0,0,0,0,0,0,74,0,0,,,
2018,31,Shire Shire Pir,Urmia University,3,112,8,17,0,0,0,0,0,0,67,0,0,,,
2018,32,Fazeto doos daraM!,Islamic Azad University of Mashhad,3,116,6,28,0,0,0,0,0,0,62,0,0,,,
2018,33,The 3.KalePook,Vali-E-Asr University,3,119,9,23,0,0,0,0,0,0,87,0,0,,,
2018,34,Expert {Coders},Imam-Khomeini International University,3,127,13,22,0,0,0,0,0,0,92,0,0,,,
2018,35,Daedalus,Isfahan University of Technology,3,133,13,25,0,0,0,0,0,0,75,0,0,,,
2018,36,GrassessOfPhysicsRemovers,University of Isfahan,3,137,15,22,0,0,0,0,0,0,80,0,0,,,
2018,37,ARP,Shahid Beheshti University,3,138,8,13,0,0,0,0,0,0,77,0,0,,,
2018,38,ByGoosh,Mohaghegh Ardebili University,3,144,17,26,0,0,0,0,0,0,101,0,0,,,
2018,39,MFNQOC,Shiraz University,3,149,13,31,0,0,0,0,0,0,85,0,0,,,
2018,40,HashMac,Isfahan University of Technology,3,150,23,29,0,0,0,0,0,0,58,0,0,,,
2018,41,ProgrammerZ,Shahab Danesh University,3,159,14,41,0,0,0,0,0,0,84,0,0,,,
2018,42,DELETE FROM TEAM WHERE UNI<>HSU,Hakim Sabzevari University,3,167,15,24,0,0,0,0,0,0,88,0,0,,,
2018,43,Byte me,Guilan U,3,176,17,15,0,0,0,0,0,0,104,0,0,,,
2018,44,cheto?,Shahid Bahonar University of Kerman,3,177,9,24,0,0,0,0,0,0,104,0,0,,,
2018,45,Urmia dummies,Urmia University,3,185,15,9,0,0,0,0,0,0,81,0,0,,,
2018,46,Codinston,Babol University of Technology,3,189,27,33,0,0,0,0,0,0,69,0,0,,,
2018,47,BFS.,Sadjad University of Technology,3,192,10,17,0,0,0,0,0,0,85,0,0,,,
2018,48,Wrong An$wer,Sheikhbahaee Universtity,3,200,13,21,0,0,0,0,0,0,146,0,0,,,
2018,49,Freaks & Geeks,Bu-Ali Sina University,3,210,14,22,0,0,0,0,0,0,134,0,0,,,
2018,50,Haise,Golestan University of Grogan,3,217,10,25,0,0,0,0,0,0,142,0,0,,,
2018,51,The Hateful Three,University of Tabriz,3,225,21,12,0,0,0,0,0,0,152,0,0,,,
2018,52,umop episdn,Shahrood University,3,245,16,23,0,0,0,0,0,0,126,0,0,,,
2018,53,Incredibles 3,Shiraz University,3,247,12,30,0,0,0,0,0,0,145,0,0,,,
2018,54,js.h,Birjand University,3,267,36,31,0,0,0,0,0,0,160,0,0,,,
2018,55,Bargaaaaaam :),Payame Noor University of Hamedan,3,295,12,54,0,0,0,0,0,0,169,0,0,,,
2018,56,Robert Kalkhoran,University of Semnan,3,295,16,30,0,0,0,0,0,0,169,0,0,,,
2018,57,For a few Dollars..,University of Sistan and Baluchestan,3,330,9,40,0,0,0,0,0,0,181,0,0,,,
2018,58,Gill Bates,University of Zanjan,3,343,11,24,0,0,0,0,0,0,168,0,0,,,
2018,59,Be Yade Salar,Mazandaran University of Science and Technology,3,369,11,29,0,0,0,0,0,0,269,0,0,,,
2018,60,While true,Shahid Bahonar University of Kerman,3,373,16,24,0,0,0,0,0,0,173,0,0,,,
2018,61,new phantom:),Yazd University,3,385,9,22,0,0,0,0,0,0,254,0,0,,,
2018,62,besparma,Qom University,3,403,23,36,0,0,0,0,0,0,224,0,0,,,
2018,63,Just for fun,Payame Noor University of Mashhad,3,553,17,215,0,0,0,0,0,0,161,0,0,,,
2018,64,team0_,Institute for Advanced Studies in Basic Sciences,2,26,11,15,0,0,0,0,0,0,0,0,0,,,
2018,65,Binary Minds,Qom Islamic Azad University,2,26,8,18,0,0,0,0,0,0,0,0,0,,,
2018,66,Parallelogram,Isfahan University of Technology,2,29,10,19,0,0,0,0,0,0,0,0,0,,,
2018,67,Alt+F4,Bonab Faculty of Engineering,2,31,7,24,0,0,0,0,0,0,0,0,0,,,
2018,68,good game ez,Hamedan University of Technology,2,32,10,22,0,0,0,0,0,0,0,0,0,,,
2018,69,Floyd,Kashmar Higher Education Institute,2,33,12,21,0,0,0,0,0,0,0,0,0,,,
2018,70,SO11,University of Kurdistan,2,37,29,8,0,0,0,0,0,0,0,0,0,,,
2018,71,AT_ACMT,Ale-Taha Institute Of Higher Education,2,69,23,46,0,0,0,0,0,0,0,0,0,,,
2018,72,know no algorithms,Qom Technical And Vocational University,2,96,31,65,0,0,0,0,0,0,0,0,0,,,
2018,73,Kashani,Ghias-al-din Jamshid Kashani,2,104,36,68,0,0,0,0,0,0,0,0,0,,,
2018,74,KIAU,Islamic Azad University of Karaj,2,167,36,111,0,0,0,0,0,0,0,0,0,,,
2018,75,why so serious?!,Imam Reza University of Mashhad,2,203,8,115,0,0,0,0,0,0,0,0,0,,,
2018,76,Free-fall,Payam Noor University of Najaf Abad,2,219,38,161,0,0,0,0,0,0,0,0,0,,,
2018,77,LIAU,Azad University of Lahijan,2,221,16,145,0,0,0,0,0,0,0,0,0,,,
2018,78,Faral,Islamic Azad University of Qazvin,2,252,23,189,0,0,0,0,0,0,0,0,0,,,
2018,79,Adult Code,Kharazmi University,2,305,39,206,0,0,0,0,0,0,0,0,0,,,
2018,80,Wasted Talent(s),University of Kashan,2,393,19,294,0,0,0,0,0,0,0,0,0,,,
2018,81,Paradigm,Somayeh Najaf Abad Technical College,2,417,138,179,0,0,0,0,0,0,0,0,0,,,
2018,82,Uganda knuckles,Gonbad Kavoos University,1,8,8,0,0,0,0,0,0,0,0,0,0,,,
2018,83,Eververse,Jahrom University,1,123,103,0,0,0,0,0,0,0,0,0,0,,,
2018,84,msz,Tehran Technical College of Shariaty,1,130,130,0,0,0,0,0,0,0,0,0,0,,,
